ID,Group,Categories,ID_NEW
146880,Book,2,2223.0
146883,Music,5,2224.0
146888,Book,3,2225.0
146923,Music,10,2226.0
147006,Book,2,2227.0
147041,Book,2,2228.0
147068,Book,3,2229.0
147098,Book,8,2230.0
147107,Music,9,2231.0
147162,Book,3,2232.0
147347,Book,4,2233.0
147409,Book,5,2234.0
147419,Book,5,2235.0
147445,Book,4,2236.0
147447,Book,6,2237.0
147490,Book,3,2238.0
147493,Book,1,2239.0
147497,Music,25,2240.0
147499,Music,2,2241.0
147715,Book,3,2242.0
147798,Book,5,2243.0
147975,Video,3,2244.0
147992,Book,1,2245.0
148067,Book,3,2246.0
148082,Music,3,2247.0
148208,Music,7,2248.0
148230,Book,4,2249.0
148349,Book,4,2250.0
148382,Music,4,2251.0
148452,Book,3,2252.0
148463,Book,2,2253.0
148474,Book,3,2254.0
148636,Book,2,2255.0
148805,Book,3,2256.0
148807,Book,6,2257.0
148861,Book,2,2258.0
148867,Music,2,2259.0
148882,Music,3,2260.0
148922,Book,7,2261.0
148943,Music,5,2262.0
148964,Book,4,2263.0
149014,Book,4,2264.0
149134,Book,11,2265.0
149218,DVD,5,2266.0
149328,Book,7,2267.0
149381,Book,2,2268.0
149585,Book,5,2269.0
149704,Book,2,2270.0
149796,Book,4,2271.0
149886,Book,2,2272.0
150010,Book,6,2273.0
150039,Book,6,2274.0
150044,Book,4,2275.0
150201,Book,4,2276.0
150202,Book,4,2277.0
150306,Book,0,2278.0
150322,Book,3,2279.0
150429,Book,3,2280.0
150441,Book,1,2281.0
150482,Book,1,2282.0
150507,Book,2,2283.0
150612,Book,1,2284.0
150686,Book,1,2285.0
150698,Book,1,2286.0
150700,Book,0,2287.0
150711,Music,1,2288.0
150718,Music,0,2289.0
150823,Music,11,2290.0
150827,Book,1,2291.0
150906,Music,1,2292.0
151012,Book,9,2293.0
151025,Book,3,2294.0
151225,Music,9,2295.0
151249,Book,2,2296.0
151305,Music,2,2297.0
151333,Music,1,2298.0
151341,Book,5,2299.0
151342,Book,10,2300.0
151409,Music,8,2301.0
151412,Book,3,2302.0
151584,Book,7,2303.0
151608,Music,14,2304.0
151634,Book,4,2305.0
151678,Book,2,2306.0
151680,Book,2,2307.0
151693,Book,7,2308.0
151708,Music,10,2309.0
151710,Music,7,2310.0
151871,Book,4,2311.0
151911,Music,4,2312.0
151925,Book,4,2313.0
151979,Book,2,2314.0
151985,Book,5,2315.0
152000,Book,1,2316.0
152048,Book,3,2317.0
152116,Book,4,2318.0
152118,Book,3,2319.0
152139,Book,3,2320.0
152321,Music,3,2321.0
152322,Book,3,2322.0
152449,Book,4,2323.0
152462,Book,9,2324.0
152463,Book,3,2325.0
152533,Book,2,2326.0
152581,Book,2,2327.0
152639,Book,4,2328.0
152642,DVD,30,2329.0
152844,Book,5,2330.0
153096,Music,3,2331.0
153204,Video,11,2332.0
153242,Book,4,2333.0
153341,Book,3,2334.0
153374,Book,6,2335.0
153409,Book,6,2336.0
153438,Book,7,2337.0
153474,Book,2,2338.0
153542,Book,7,2339.0
153618,Book,4,2340.0
153638,Book,3,2341.0
153662,Book,2,2342.0
153895,Book,2,2343.0
153915,Book,3,2344.0
153920,Book,7,2345.0
153924,Book,8,2346.0
154109,Book,6,2347.0
154296,Music,4,2348.0
154314,Book,5,2349.0
154691,Book,10,2350.0
154798,Book,7,2351.0
154908,Video,6,2352.0
154924,Book,2,2353.0
154979,Book,2,2354.0
154982,Book,2,2355.0
155058,Book,14,2356.0
155211,Music,5,2357.0
155251,Book,1,2358.0
155297,Music,6,2359.0
155378,Book,3,2360.0
155383,Book,7,2361.0
155534,Music,2,2362.0
155543,Book,6,2363.0
155551,Video,4,2364.0
155589,Book,2,2365.0
155607,Book,4,2366.0
155635,Book,1,2367.0
155718,Book,2,2368.0
155828,Book,2,2369.0
156105,Music,4,2370.0
156243,Book,5,2371.0
156253,Music,5,2372.0
156374,Book,2,2373.0
156375,Book,6,2374.0
156418,Book,4,2375.0
156802,Book,4,2376.0
156805,Book,4,2377.0
156927,Book,9,2378.0
157016,Music,6,2379.0
157083,DVD,14,2380.0
157109,Music,7,2381.0
157250,DVD,44,2382.0
157260,Music,3,2383.0
157262,Book,4,2384.0
157579,Book,6,2385.0
157897,Book,6,2386.0
158024,Video,3,2387.0
158138,Music,3,2388.0
158391,Book,2,2389.0
158392,Video,4,2390.0
158408,Book,3,2391.0
158428,Music,10,2392.0
158562,Book,1,2393.0
158563,Book,2,2394.0
158593,Music,4,2395.0
158633,Book,8,2396.0
158646,Book,6,2397.0
158845,Book,5,2398.0
158849,Music,7,2399.0
158962,Book,8,2400.0
159015,DVD,6,2401.0
159019,Music,16,2402.0
159063,Book,2,2403.0
159070,Book,7,2404.0
159187,Book,5,2405.0
159258,Music,3,2406.0
159259,Book,4,2407.0
159333,Book,12,2408.0
159348,Music,4,2409.0
159423,Book,2,2410.0
159462,Book,6,2411.0
159474,Book,6,2412.0
159475,Video,1,2413.0
159477,DVD,14,2414.0
159554,Music,1,2415.0
159656,Book,2,2416.0
159716,Book,0,2417.0
159877,Book,3,2418.0
159906,Book,2,2419.0
159930,Music,3,2420.0
160074,Book,0,2421.0
160170,Book,4,2422.0
160264,Book,2,2423.0
160467,Book,11,2424.0
160595,Music,2,2425.0
160685,Book,1,2426.0
160703,Music,1,2427.0
160745,Book,3,2428.0
160755,Music,1,2429.0
160824,Book,1,2430.0
160825,Video,7,2431.0
160835,Video,18,2432.0
161040,Music,1,2433.0
161158,Music,6,2434.0
161250,Book,6,2435.0
161266,Video,1,2436.0
161547,Book,0,2437.0
161549,Book,3,2438.0
161626,Book,3,2439.0
161716,Book,6,2440.0
161778,Book,3,2441.0
161816,Book,6,2442.0
162002,Book,2,2443.0
162011,Music,1,2444.0
162020,DVD,19,2445.0
162128,Book,4,2446.0
162292,Book,1,2447.0
162338,Book,4,2448.0
162405,Book,5,2449.0
162426,Book,7,2450.0
162473,Music,7,2451.0
163081,Music,5,2452.0
163271,Music,3,2453.0
163272,Book,3,2454.0
163348,Book,9,2455.0
163478,Book,7,2456.0
163633,Book,4,2457.0
163709,Book,3,2458.0
163899,Book,3,2459.0
164030,Book,2,2460.0
164096,Book,3,2461.0
164147,Book,4,2462.0
164148,Book,10,2463.0
164271,Book,3,2464.0
164272,Book,2,2465.0
164352,Music,19,2466.0
164361,Video,9,2467.0
164466,Book,6,2468.0
164590,Music,28,2469.0
164591,Music,15,2470.0
164710,Music,7,2471.0
164711,Music,3,2472.0
164770,Book,4,2473.0
164799,Book,8,2474.0
164848,Book,2,2475.0
164894,Book,9,2476.0
164913,Book,1,2477.0
164943,Book,3,2478.0
165037,Music,2,2479.0
165115,Music,2,2480.0
165188,Book,0,2481.0
165189,DVD,13,2482.0
165194,Book,5,2483.0
165196,DVD,5,2484.0
165308,Book,3,2485.0
165343,Book,9,2486.0
165591,Book,0,2487.0
165743,Book,2,2488.0
165793,Music,3,2489.0
165809,Music,3,2490.0
165810,Book,5,2491.0
165930,Book,2,2492.0
166033,Music,6,2493.0
166037,Book,4,2494.0
166040,Book,3,2495.0
166048,Book,3,2496.0
166245,Book,2,2497.0
166339,Book,3,2498.0
166341,Book,4,2499.0
166514,Book,4,2500.0
166540,Book,10,2501.0
166691,Video,15,2502.0
166708,Book,2,2503.0
166795,Book,8,2504.0
167018,Book,5,2505.0
167174,Music,1,2506.0
167619,Book,2,2507.0
167621,DVD,26,2508.0
167648,Book,6,2509.0
167649,Book,3,2510.0
167764,Music,2,2511.0
167949,Book,9,2512.0
168120,Book,0,2513.0
168165,Book,2,2514.0
168262,Book,3,2515.0
168411,Music,2,2516.0
168494,Music,1,2517.0
168701,Video,8,2518.0
168808,Book,2,2519.0
168861,Music,5,2520.0
168885,Book,10,2521.0
168897,Music,3,2522.0
168949,Book,2,2523.0
168954,Book,2,2524.0
169007,Book,4,2525.0
169011,Book,3,2526.0
169202,Book,5,2527.0
169237,DVD,21,2528.0
169297,Book,5,2529.0
169322,Book,5,2530.0
169483,Book,1,2531.0
169501,Music,7,2532.0
169574,Music,4,2533.0
169612,Book,5,2534.0
169734,Book,5,2535.0
169809,Book,2,2536.0
169869,Book,4,2537.0
170033,Music,6,2538.0
170038,Book,2,2539.0
170122,Book,1,2540.0
170320,Book,3,2541.0
170330,Book,3,2542.0
170431,Book,6,2543.0
170444,Book,5,2544.0
170487,Book,2,2545.0
170493,Book,3,2546.0
170518,Book,4,2547.0
170755,Music,22,2548.0
170902,Book,4,2549.0
170919,DVD,12,2550.0
170985,Book,6,2551.0
171065,Book,3,2552.0
171104,Book,3,2553.0
171112,Music,1,2554.0
171298,Book,3,2555.0
171416,Book,2,2556.0
171438,Book,6,2557.0
171596,Book,0,2558.0
171764,Book,5,2559.0
171768,Book,2,2560.0
171875,Book,2,2561.0
171919,Book,0,2562.0
172007,Book,5,2563.0
172151,Book,3,2564.0
172223,Book,3,2565.0
172592,Book,4,2566.0
172603,Book,4,2567.0
172604,Music,8,2568.0
172623,Book,7,2569.0
172706,DVD,8,2570.0
172757,Book,1,2571.0
172769,Book,1,2572.0
172919,Book,4,2573.0
172948,Book,4,2574.0
173077,Video,1,2575.0
173134,Video,2,2576.0
173277,Book,12,2577.0
173466,Book,4,2578.0
173502,Music,4,2579.0
173568,Music,3,2580.0
173625,Book,3,2581.0
173757,Book,2,2582.0
173763,Book,7,2583.0
173806,Music,1,2584.0
173990,Book,4,2585.0
174160,Music,2,2586.0
174247,Music,6,2587.0
174257,Book,2,2588.0
174262,Book,2,2589.0
174347,Book,4,2590.0
174480,Book,7,2591.0
174657,Book,14,2592.0
174658,Music,5,2593.0
174726,Book,4,2594.0
174804,Book,3,2595.0
174806,DVD,28,2596.0
174846,Music,1,2597.0
175138,Book,5,2598.0
175151,Music,5,2599.0
175185,Music,7,2600.0
175236,Book,9,2601.0
175264,Music,24,2602.0
175268,Book,3,2603.0
175398,Book,6,2604.0
175403,Book,3,2605.0
175455,Book,2,2606.0
175864,Music,3,2607.0
175900,DVD,9,2608.0
175901,DVD,5,2609.0
176054,Book,2,2610.0
176207,Video,10,2611.0
176307,Book,3,2612.0
176419,Music,3,2613.0
176437,Book,2,2614.0
176504,Book,6,2615.0
176713,Book,15,2616.0
176714,Video,2,2617.0
176726,Music,2,2618.0
176929,Book,4,2619.0
177038,Book,3,2620.0
177223,Music,3,2621.0
177281,Book,2,2622.0
177361,Music,7,2623.0
177414,Book,5,2624.0
177468,Music,9,2625.0
177469,Book,3,2626.0
177544,Music,6,2627.0
177613,Book,4,2628.0
177625,Music,3,2629.0
177762,Book,4,2630.0
177843,Music,1,2631.0
177918,Book,5,2632.0
177971,Music,3,2633.0
178014,Music,3,2634.0
178015,Book,0,2635.0
178138,Book,4,2636.0
178169,Music,6,2637.0
178170,Book,4,2638.0
178235,Book,4,2639.0
178391,Book,4,2640.0
178395,Music,2,2641.0
178623,Music,0,2642.0
178635,Book,9,2643.0
178930,Book,4,2644.0
178985,Video,9,2645.0
179105,Book,2,2646.0
179197,Music,4,2647.0
179200,Music,6,2648.0
179228,Book,2,2649.0
179260,Book,5,2650.0
179273,Book,4,2651.0
179286,Video,9,2652.0
179376,Video,1,2653.0
179444,Music,5,2654.0
179446,Book,4,2655.0
179448,Music,2,2656.0
179575,Video,6,2657.0
179645,Book,4,2658.0
179656,Book,0,2659.0
179686,Book,4,2660.0
179692,Book,8,2661.0
179853,Book,2,2662.0
179975,Book,2,2663.0
179976,Book,0,2664.0
180055,Book,3,2665.0
180082,Book,4,2666.0
180127,Music,4,2667.0
180235,Book,6,2668.0
180284,Book,3,2669.0
180384,Music,3,2670.0
180428,Book,1,2671.0
180430,Book,2,2672.0
180460,Book,4,2673.0
180716,Video,1,2674.0
180736,Book,2,2675.0
180815,Book,2,2676.0
180929,Book,2,2677.0
180949,Book,5,2678.0
180962,Book,0,2679.0
181023,Book,8,2680.0
181050,Book,1,2681.0
181211,Book,0,2682.0
181259,Music,1,2683.0
181287,Book,0,2684.0
181422,Book,2,2685.0
181432,Book,7,2686.0
181477,Book,1,2687.0
181945,Book,7,2688.0
181946,Book,4,2689.0
182097,Book,3,2690.0
182147,Book,1,2691.0
182369,Book,5,2692.0
182372,Book,2,2693.0
182374,Book,6,2694.0
182447,Music,13,2695.0
182448,Book,2,2696.0
182600,Book,4,2697.0
182632,Book,4,2698.0
182720,Book,7,2699.0
182722,Book,4,2700.0
182729,Music,2,2701.0
182886,Book,3,2702.0
182908,Book,2,2703.0
182919,Book,1,2704.0
183508,Music,14,2705.0
183689,Book,2,2706.0
183762,Book,3,2707.0
183763,Book,4,2708.0
183838,Video,9,2709.0
183882,Music,4,2710.0
183896,Music,3,2711.0
184003,Book,6,2712.0
184005,Book,5,2713.0
184006,Book,4,2714.0
184080,Book,3,2715.0
184188,Book,5,2716.0
184219,DVD,18,2717.0
184230,DVD,25,2718.0
184253,Book,4,2719.0
184286,Book,9,2720.0
184307,Book,11,2721.0
184467,Book,7,2722.0
184584,Music,6,2723.0
184586,Book,1,2724.0
184594,Music,3,2725.0
184687,Music,5,2726.0
184799,Book,0,2727.0
184921,Book,2,2728.0
184996,Book,3,2729.0
185049,Video,7,2730.0
185096,Book,7,2731.0
185154,Book,2,2732.0
185180,Book,9,2733.0
185211,Book,6,2734.0
185221,Book,3,2735.0
185227,Book,4,2736.0
185643,Book,3,2737.0
185663,Book,1,2738.0
185714,Book,2,2739.0
185745,Book,4,2740.0
185749,Book,3,2741.0
185792,Book,4,2742.0
185910,Book,3,2743.0
185995,Book,4,2744.0
185998,Music,2,2745.0
186037,Book,7,2746.0
186043,Book,4,2747.0
186170,Book,4,2748.0
186197,Book,7,2749.0
186502,Book,3,2750.0
186541,Book,5,2751.0
186545,Book,0,2752.0
186561,Book,3,2753.0
186589,Book,4,2754.0
186643,Book,1,2755.0
186703,Book,2,2756.0
186796,Book,4,2757.0
187032,Book,5,2758.0
187185,DVD,13,2759.0
187301,Video,12,2760.0
187446,Video,0,2761.0
187462,Book,5,2762.0
187538,Book,5,2763.0
187596,Book,6,2764.0
187793,Book,8,2765.0
187831,Music,10,2766.0
187891,Book,4,2767.0
188035,Book,4,2768.0
188138,Book,3,2769.0
188153,Book,8,2770.0
188473,Book,1,2771.0
188548,Book,1,2772.0
188643,Book,2,2773.0
188678,Book,6,2774.0
188763,Book,3,2775.0
188766,Book,5,2776.0
188786,Music,8,2777.0
188829,Music,1,2778.0
188872,Book,3,2779.0
188976,Video,14,2780.0
189074,Book,4,2781.0
189383,Book,3,2782.0
189467,Video,1,2783.0
189496,Book,4,2784.0
189553,Book,3,2785.0
189695,Music,5,2786.0
189811,Book,4,2787.0
189823,Book,4,2788.0
189900,Book,0,2789.0
189986,Book,2,2790.0
190020,Book,1,2791.0
190021,Book,0,2792.0
190144,Book,5,2793.0
190262,Book,1,2794.0
190266,Book,5,2795.0
190326,Book,4,2796.0
190448,Book,4,2797.0
190648,Book,3,2798.0
190650,Music,6,2799.0
190778,Book,6,2800.0
190794,Music,10,2801.0
191241,Book,1,2802.0
191299,Book,4,2803.0
191309,Book,2,2804.0
191383,Book,0,2805.0
191457,Music,5,2806.0
191525,Music,4,2807.0
191548,Music,2,2808.0
191649,Music,5,2809.0
191740,Book,3,2810.0
191924,Book,8,2811.0
192018,Book,5,2812.0
192250,Music,6,2813.0
192295,Book,2,2814.0
192445,Book,2,2815.0
192554,Music,5,2816.0
192678,Book,5,2817.0
192725,Book,11,2818.0
192753,Book,9,2819.0
193301,Book,2,2820.0
193303,Book,4,2821.0
193351,Book,7,2822.0
193365,Book,6,2823.0
193394,Book,5,2824.0
193442,Book,5,2825.0
193588,Music,7,2826.0
193757,Book,5,2827.0
193817,Book,12,2828.0
193958,Video,7,2829.0
194037,Music,7,2830.0
194150,Music,3,2831.0
194234,Book,2,2832.0
194236,DVD,14,2833.0
194254,Book,3,2834.0
194273,DVD,9,2835.0
194330,Book,1,2836.0
194331,Book,10,2837.0
194419,Book,5,2838.0
194423,Book,4,2839.0
194429,Book,3,2840.0
194440,Book,0,2841.0
194483,Music,8,2842.0
194507,Book,4,2843.0
194658,Book,2,2844.0
194804,Book,3,2845.0
194839,Book,1,2846.0
194912,Book,1,2847.0
195018,Book,0,2848.0
195069,Book,4,2849.0
195248,Book,2,2850.0
195332,Music,2,2851.0
195341,Video,4,2852.0
195624,Book,5,2853.0
195838,Book,2,2854.0
195845,Book,4,2855.0
195851,Book,1,2856.0
195863,Video,16,2857.0
196053,Book,2,2858.0
196363,Book,0,2859.0
196422,Music,3,2860.0
196423,Book,1,2861.0
196444,Book,3,2862.0
196512,Music,1,2863.0
196513,Music,2,2864.0
196573,Music,2,2865.0
196599,Book,4,2866.0
196671,Book,6,2867.0
196739,Book,4,2868.0
196864,Music,6,2869.0
196887,Book,1,2870.0
196937,Book,3,2871.0
197118,Book,3,2872.0
197367,Music,5,2873.0
197418,Music,5,2874.0
197427,Book,2,2875.0
197471,Book,4,2876.0
197620,Book,2,2877.0
197658,Music,3,2878.0
197674,Music,2,2879.0
197771,Video,19,2880.0
197772,Book,7,2881.0
197828,Book,4,2882.0
197875,DVD,7,2883.0
197876,Music,4,2884.0
197898,Music,1,2885.0
197922,Book,8,2886.0
197938,Book,2,2887.0
197954,Music,0,2888.0
198012,Book,1,2889.0
198270,Book,2,2890.0
198271,Book,11,2891.0
198340,Book,1,2892.0
198522,Book,5,2893.0
198692,Book,2,2894.0
199066,Book,3,2895.0
199068,Book,5,2896.0
199267,Book,6,2897.0
199346,Book,3,2898.0
199368,Book,5,2899.0
199452,Book,3,2900.0
199589,Video,10,2901.0
199766,Music,9,2902.0
199768,Music,2,2903.0
199849,Book,3,2904.0
199957,Book,1,2905.0
199960,Book,3,2906.0
200042,Book,3,2907.0
200076,Book,4,2908.0
200108,Book,6,2909.0
200130,Book,3,2910.0
200175,Book,1,2911.0
200321,Book,2,2912.0
200427,Book,4,2913.0
200428,Music,6,2914.0
200491,Book,5,2915.0
200553,Music,3,2916.0
200565,Book,1,2917.0
200730,Music,4,2918.0
200794,Book,4,2919.0
200797,Book,3,2920.0
200913,Music,6,2921.0
200934,Music,3,2922.0
200980,Book,1,2923.0
201306,Music,3,2924.0
201344,Book,0,2925.0
201422,Book,4,2926.0
201424,Book,2,2927.0
201435,Book,0,2928.0
201453,Book,2,2929.0
201550,Book,3,2930.0
201765,Music,8,2931.0
201772,Book,3,2932.0
201887,Book,5,2933.0
202086,Book,4,2934.0
202273,Music,5,2935.0
202291,DVD,17,2936.0
202308,Book,4,2937.0
202377,Book,3,2938.0
202568,Book,2,2939.0
202622,Music,1,2940.0
202631,Book,12,2941.0
202632,Music,9,2942.0
202797,Book,3,2943.0
202823,Book,2,2944.0
202833,Book,0,2945.0
202890,Book,0,2946.0
203177,Music,4,2947.0
203241,Book,1,2948.0
203372,Music,6,2949.0
203520,Book,1,2950.0
203575,Book,5,2951.0
203760,Book,2,2952.0
203827,Book,2,2953.0
204102,Book,4,2954.0
204122,Book,4,2955.0
204182,Book,3,2956.0
204405,Book,2,2957.0
204466,Book,2,2958.0
204504,Book,0,2959.0
204548,Book,1,2960.0
204611,Book,0,2961.0
204621,Book,0,2962.0
204707,Book,0,2963.0
204711,Book,3,2964.0
204766,Video,17,2965.0
204770,Music,0,2966.0
204878,Book,1,2967.0
204948,Music,3,2968.0
205116,Book,3,2969.0
205311,Book,5,2970.0
205314,Book,2,2971.0
205322,Book,7,2972.0
205406,Book,2,2973.0
205499,Book,9,2974.0
205500,DVD,27,2975.0
205538,Book,3,2976.0
205621,Book,4,2977.0
205966,Music,3,2978.0
206181,Book,5,2979.0
206388,Book,3,2980.0
206397,Video,13,2981.0
206513,Music,5,2982.0
206514,Book,5,2983.0
206714,Book,10,2984.0
206932,Book,5,2985.0
207111,DVD,5,2986.0
207327,Video,18,2987.0
207331,Book,10,2988.0
207405,Book,1,2989.0
207546,Book,4,2990.0
207621,Book,4,2991.0
207711,Book,0,2992.0
207935,Book,13,2993.0
208039,Book,3,2994.0
208153,Music,7,2995.0
208328,Book,3,2996.0
208369,Book,7,2997.0
208383,Book,10,2998.0
208525,Book,5,2999.0
208771,Book,2,3000.0
208855,Book,2,3001.0
208911,Book,7,3002.0
208974,Book,6,3003.0
209053,Book,0,3004.0
209054,Music,15,3005.0
209055,Book,2,3006.0
209269,Music,10,3007.0
209441,Book,3,3008.0
209579,Music,8,3009.0
209588,Book,4,3010.0
209701,Music,6,3011.0
209832,Book,1,3012.0
209983,Music,9,3013.0
210380,Book,5,3014.0
210514,Book,4,3015.0
210515,Book,10,3016.0
210557,Book,2,3017.0
210562,Video,15,3018.0
210725,Book,0,3019.0
210838,Music,2,3020.0
210853,Music,7,3021.0
210959,Music,7,3022.0
211012,Video,1,3023.0
211145,Book,2,3024.0
211292,Book,4,3025.0
211374,Book,6,3026.0
211452,Book,3,3027.0
211518,Music,4,3028.0
211608,Music,2,3029.0
211660,Book,4,3030.0
211676,Book,3,3031.0
211715,Video,10,3032.0
211978,Book,2,3033.0
212112,Book,1,3034.0
212181,Book,6,3035.0
212285,Book,5,3036.0
212319,Book,9,3037.0
212375,Book,1,3038.0
212483,Book,4,3039.0
212534,Book,6,3040.0
212600,Book,1,3041.0
212601,Book,2,3042.0
212616,Book,4,3043.0
212648,Book,4,3044.0
212653,Music,8,3045.0
212659,Book,3,3046.0
212703,Video,5,3047.0
212938,Book,8,3048.0
212950,Music,5,3049.0
212955,Book,2,3050.0
212956,Music,6,3051.0
213214,Book,3,3052.0
213215,Book,4,3053.0
213376,Book,8,3054.0
213427,Video,6,3055.0
213452,Book,3,3056.0
213524,Book,1,3057.0
213525,Book,4,3058.0
213546,Book,3,3059.0
213705,Book,2,3060.0
213918,Book,2,3061.0
213977,Book,2,3062.0
214161,DVD,3,3063.0
214283,Book,2,3064.0
214284,Video,6,3065.0
214458,Video,3,3066.0
214644,Book,3,3067.0
214692,Book,2,3068.0
214896,Book,2,3069.0
214976,Book,4,3070.0
215007,Book,6,3071.0
215014,Book,1,3072.0
215120,Book,5,3073.0
215164,Book,5,3074.0
215174,Video,14,3075.0
215259,Book,6,3076.0
215419,DVD,11,3077.0
215457,Book,4,3078.0
215509,Book,6,3079.0
215649,Book,3,3080.0
215669,Book,9,3081.0
215903,Book,3,3082.0
215929,Book,3,3083.0
216131,Book,2,3084.0
216198,Music,0,3085.0
216201,Book,7,3086.0
216267,Video,14,3087.0
216269,Book,2,3088.0
216511,Book,1,3089.0
216551,Book,1,3090.0
216623,Book,3,3091.0
216703,Book,5,3092.0
216855,Book,6,3093.0
216865,Book,1,3094.0
216953,Book,2,3095.0
217088,Video,7,3096.0
217163,Book,3,3097.0
217169,Book,9,3098.0
217431,Book,3,3099.0
217569,Book,10,3100.0
217584,Book,4,3101.0
217586,Book,1,3102.0
217674,Music,3,3103.0
217840,Book,16,3104.0
217841,Book,3,3105.0
218062,Book,1,3106.0
218126,Book,2,3107.0
218127,Book,3,3108.0
218144,Book,3,3109.0
218148,Book,2,3110.0
218220,Music,4,3111.0
218299,Book,3,3112.0
218321,Book,4,3113.0
218336,Music,4,3114.0
218493,Book,6,3115.0
218570,Music,1,3116.0
218781,Book,7,3117.0
218913,Book,5,3118.0
218937,DVD,26,3119.0
218992,Book,6,3120.0
218993,Book,0,3121.0
219223,Book,2,3122.0
219224,Music,2,3123.0
219257,Book,4,3124.0
219281,Book,4,3125.0
219314,Book,5,3126.0
219345,Book,3,3127.0
219637,Music,6,3128.0
219638,Book,0,3129.0
219749,Book,2,3130.0
219876,Music,3,3131.0
220066,Music,5,3132.0
220205,Book,5,3133.0
220343,Book,0,3134.0
220430,DVD,18,3135.0
220566,Book,3,3136.0
220776,Book,2,3137.0
220781,Book,3,3138.0
221139,Book,3,3139.0
221169,Book,5,3140.0
221238,Book,3,3141.0
221261,Book,7,3142.0
221312,Book,5,3143.0
221356,Video,17,3144.0
221384,Book,3,3145.0
221388,Book,0,3146.0
221653,Music,11,3147.0
221850,Music,3,3148.0
221916,Book,2,3149.0
221917,Book,2,3150.0
221942,Book,2,3151.0
222062,Book,1,3152.0
222074,Book,5,3153.0
222091,Book,6,3154.0
222160,Book,2,3155.0
222306,Book,15,3156.0
222352,Book,5,3157.0
222365,Book,4,3158.0
222478,Book,8,3159.0
222577,Music,8,3160.0
222792,Music,15,3161.0
222850,DVD,7,3162.0
222852,Book,2,3163.0
222890,Book,0,3164.0
223053,Book,2,3165.0
223101,Book,1,3166.0
223124,Book,10,3167.0
223259,Book,5,3168.0
223330,Book,1,3169.0
223428,Book,2,3170.0
223512,Book,4,3171.0
223515,Book,1,3172.0
223557,Book,2,3173.0
223746,Book,3,3174.0
223852,Video,5,3175.0
223906,DVD,2,3176.0
224030,Book,5,3177.0
224127,Video,4,3178.0
224225,Book,1,3179.0
224242,Book,3,3180.0
224647,Book,8,3181.0
224675,Book,1,3182.0
224893,Book,5,3183.0
224970,Music,4,3184.0
225105,Music,4,3185.0
225140,Book,5,3186.0
225427,Book,4,3187.0
225486,Book,3,3188.0
225556,Book,5,3189.0
225726,Book,1,3190.0
225781,Book,2,3191.0
225814,Music,12,3192.0
225831,Video,2,3193.0
225886,Book,5,3194.0
226027,Book,2,3195.0
226028,Book,1,3196.0
226078,Music,8,3197.0
226083,Video,23,3198.0
226110,DVD,20,3199.0
226124,Music,5,3200.0
226192,Book,3,3201.0
226195,Book,1,3202.0
226331,Book,2,3203.0
226506,Music,7,3204.0
226603,Book,5,3205.0
226665,DVD,5,3206.0
226899,Book,4,3207.0
227014,Book,2,3208.0
227073,Book,8,3209.0
227089,Book,2,3210.0
227213,Book,4,3211.0
227433,Book,1,3212.0
227500,Video,13,3213.0
227535,Book,4,3214.0
227536,Book,7,3215.0
227734,Book,3,3216.0
227777,Book,2,3217.0
227799,Music,4,3218.0
227818,Music,7,3219.0
227823,Music,2,3220.0
227916,Book,6,3221.0
227967,Music,2,3222.0
228119,Book,5,3223.0
228364,Book,2,3224.0
228368,Book,3,3225.0
228450,Book,2,3226.0
228598,Book,1,3227.0
228774,Music,2,3228.0
228775,Book,0,3229.0
228798,Video,7,3230.0
228814,Book,5,3231.0
228871,Book,7,3232.0
229106,Book,2,3233.0
229225,Book,4,3234.0
229249,Book,3,3235.0
229362,Book,4,3236.0
229408,Book,5,3237.0
229536,Book,7,3238.0
229625,Book,4,3239.0
229822,Book,4,3240.0
229996,Book,5,3241.0
230034,Book,3,3242.0
230311,Book,3,3243.0
230396,Video,24,3244.0
230578,Book,1,3245.0
230580,Book,5,3246.0
230644,Book,3,3247.0
230806,Music,4,3248.0
230853,Book,4,3249.0
230983,Book,3,3250.0
230990,Music,2,3251.0
231195,Book,0,3252.0
231266,Book,2,3253.0
231414,Book,4,3254.0
231463,Music,7,3255.0
231650,Book,5,3256.0
231871,Book,4,3257.0
232015,Book,3,3258.0
232016,DVD,7,3259.0
232105,Music,14,3260.0
232112,Book,7,3261.0
232160,Music,4,3262.0
232205,Book,5,3263.0
232289,Book,0,3264.0
232329,Book,7,3265.0
232387,Book,4,3266.0
232659,Book,3,3267.0
233001,Book,4,3268.0
233290,Book,9,3269.0
233291,Book,4,3270.0
233366,Book,4,3271.0
233408,Music,4,3272.0
233430,Book,4,3273.0
233432,Music,2,3274.0
233606,Book,7,3275.0
233628,Book,5,3276.0
233657,Book,0,3277.0
233872,Book,1,3278.0
233886,Music,1,3279.0
233887,Video,5,3280.0
233934,Book,1,3281.0
233958,Book,3,3282.0
234191,Music,2,3283.0
234464,Book,5,3284.0
234564,Book,0,3285.0
234629,Book,3,3286.0
234630,Book,3,3287.0
234989,Book,3,3288.0
235374,Book,2,3289.0
235397,Book,5,3290.0
235514,Book,2,3291.0
235575,Book,8,3292.0
235583,Book,4,3293.0
235709,Book,8,3294.0
236051,Book,3,3295.0
