"","objectId","customerId","date","rating","votes","helpful"
"20993",6804,"AO461REE0KA4J","2001-10-25",5,41,40
"20994",6804,"A32O4UHWQ9VEGU","2002-4-17",5,18,17
"20995",6804,"A20EEWWSFMZ1PN","2003-10-4",5,12,9
"20996",6804,"A2W73HCT8B5H8T","2004-6-21",2,36,28
"20997",6807,"A3V4ALNQPACIER","2003-1-7",5,23,19
"20998",6807,"A3G9GE5QZ6YRGA","2003-1-10",5,4,3
"20999",6807,"A1KFK8BTLLUYY6","2003-1-12",5,21,21
"21000",6807,"A30AU7VAGMVJGH","2003-1-13",5,5,4
"21001",6807,"A1Q3DVNZ59RVY6","2003-1-14",5,8,3
"21002",6807,"A2SHCEYJLF4R0D","2003-1-14",5,21,19
"21003",6807,"ABECJX9Q0UIRO","2003-1-19",5,29,27
"21004",6807,"AFRXGA9UHL6ZT","2003-1-26",2,31,9
"21005",6807,"A29C7CNO7BN6Q4","2003-1-29",5,15,14
"21006",6807,"A1I009IOYNMKBI","2003-2-4",5,4,3
"21007",6807,"A1PDZ1OPQJSFXX","2003-2-6",5,12,10
"21008",6807,"AHOQ3Y8GSY163","2003-2-23",5,19,17
"21009",6807,"A233ZNFK78DPKL","2003-3-25",5,10,9
"21010",6807,"A3U2QEU5IS7IKG","2003-7-24",5,10,8
"21011",6807,"A3TFMKT4F12KVQ","2003-8-18",5,3,2
"21012",6807,"A1WOFH1KWXTFUJ","2003-9-30",5,9,8
"21013",6807,"A3V1BZ09MY6Z9B","2003-10-4",5,9,7
"21014",6807,"A3OQOIIA2O9I4","2004-5-11",5,9,6
"21015",6807,"A22I9FF4OPWKEG","2004-6-21",5,9,6
"21016",6808,"A3ITV3MB5KWT5D","2000-6-12",5,6,5
"21017",6808,"A24XR4J5ASYGO3","2001-1-31",1,5,1
"21018",6808,"A3UN6WX5RRO2AG","2001-2-27",4,2,2
"21019",6808,"A3UN6WX5RRO2AG","2001-4-9",5,0,0
"21020",6808,"A3UN6WX5RRO2AG","2001-4-25",4,1,1
"21021",6808,"A3GDQNB0713AIS","2001-11-26",5,1,1
"21022",6808,"A3KYYH0HD8C2VV","2001-12-5",5,1,1
"21023",6808,"A1ZZOAH5UW3D2Y","2001-12-9",4,0,0
"21024",6808,"A39FS5CH9U7QGQ","2001-12-16",4,0,0
"21025",6808,"A3UN6WX5RRO2AG","2002-2-3",5,0,0
"21026",6808,"A1KL5GS7GY51QD","2002-2-11",5,0,0
"21027",6808,"A8EAHJU12FH16","2002-3-3",5,1,1
"21028",6808,"A2U08MKGGBSCTP","2002-4-25",5,0,0
"21029",6808,"A2U08MKGGBSCTP","2002-4-25",5,0,0
"21030",6808,"A2U08MKGGBSCTP","2002-4-27",5,4,4
"21031",6808,"A2LBZAH7KWC8E1","2002-11-13",5,0,0
"21032",6808,"A3347OQINZYBLZ","2003-4-9",5,0,0
"21033",6808,"A141HFMI4GYMC9","2003-6-2",4,0,0
"21034",6808,"A3UN6WX5RRO2AG","2003-9-29",5,0,0
"21035",6808,"A3UN6WX5RRO2AG","2003-10-1",4,0,0
"21036",6808,"A107HYPRG0I6W0","2003-10-14",5,0,0
"21037",6808,"A1J3T31N142ORD","2003-11-2",5,0,0
"21038",6808,"A2K4LMYVFSPWS5","2003-11-24",5,0,0
"21039",6808,"A3UN6WX5RRO2AG","2004-1-13",4,0,0
"21040",6808,"A3UN6WX5RRO2AG","2004-3-2",5,1,1
"21041",6808,"A1RNINNVSP3H1E","2004-6-3",5,1,1
"21042",6809,"A2QJ4YFF6UVVCE","2000-8-22",5,3,3
"21043",6809,"A2YHSIQQMSK2M6","2000-11-24",4,7,6
"21044",6809,"A5E1E1NVHN9MP","2003-1-21",4,2,2
"21045",6809,"A3GIX6EJFNZGIZ","2004-4-20",5,6,6
"21046",6809,"A1LPBU8C9E8STH","2004-7-22",5,2,1
"21047",6809,"A11OBEH2ZCVAHX","2004-8-16",5,1,1
"21048",6810,"A2N2W4TR7G1F20","2001-8-28",4,1,1
"21049",6812,"AL4U4DC4U1YZD","2000-12-20",5,1,1
"21050",6813,"A34DLFV6O52N3O","2000-1-7",1,37,2
"21051",6813,"A12OSGT1LRDQY4","2000-1-10",5,5,5
"21052",6813,"AH05C5R5T6N3D","2000-1-10",5,1,1
"21053",6813,"A1AT2UKKQOXV3A","2000-1-14",5,3,1
"21054",6813,"ABSCKCA6AGX6A","2000-1-15",5,14,13
"21055",6813,"A2HLZKGPJM2K8Z","2000-1-20",5,4,4
"21056",6813,"A1WRTM08POMOL2","2000-1-26",5,3,3
"21057",6813,"AYKV6QGDOTW31","2000-2-3",5,3,2
"21058",6813,"A23EO9T15OOYU6","2000-2-18",1,26,2
"21059",6813,"A384YNOQ9SXD38","2000-2-20",4,5,2
"21060",6813,"A1FZXXKIIS3UIB","2000-2-25",5,2,1
"21061",6813,"A2QT4MVN42YQ9J","2000-3-14",5,2,1
"21062",6813,"A2EH9WKWLZLDW0","2000-3-16",4,2,1
"21063",6813,"A3L0HSYKS984JD","2000-3-22",5,3,3
"21064",6813,"A1Q1S0RD1SEDPY","2000-3-25",5,3,2
"21065",6813,"A3JYLITZOZ66Z2","2000-4-7",4,1,1
"21066",6813,"A2198FZZMTJ38H","2000-4-11",5,3,3
"21067",6813,"A1XSL8AXJ60ABX","2000-4-20",2,12,2
"21068",6813,"AYV7GHIPG42QA","2000-4-23",5,2,2
"21069",6813,"AYV7GHIPG42QA","2000-4-23",5,1,1
"21070",6813,"A1GFG1OQULURYZ","2000-4-29",5,0,0
"21071",6813,"A1F6VOJJILWD9L","2000-5-7",5,1,0
"21072",6813,"A1CNGSE9XDUPJP","2000-5-23",5,2,2
"21073",6813,"A1PEJTPIQL6Y4Q","2000-5-27",2,20,0
"21074",6813,"A2KY2GO7TM58ZX","2000-6-13",5,0,0
"21075",6813,"A1I7CAEASOY6Y4","2000-6-21",5,14,13
"21076",6813,"AGY59U9FDMWMN","2000-6-27",5,0,0
"21077",6813,"A2PJ62S7K3SQW6","2000-7-5",5,1,1
"21078",6813,"ASAR163EIEXIY","2000-7-6",5,0,0
"21079",6813,"A17KHEUA1SQCX4","2000-7-16",4,0,0
"21080",6813,"A1HQXX0DOCLZU2","2000-7-23",5,32,25
"21081",6813,"A2QRB6L1MCJ53G","2000-8-3",4,4,1
"21082",6813,"A2WZON0QPX7C9X","2000-8-5",5,1,0
"21083",6813,"A231ZCJGWZA38A","2000-8-8",5,7,3
"21084",6813,"A1UTU8ZPWX1PJU","2000-8-16",1,4,1
"21085",6813,"A14QR7VS9QK7Q8","2000-8-18",2,8,1
"21086",6813,"A3M6HJRMSJ1EHQ","2000-8-19",3,14,7
"21087",6813,"AT2BYFEVLVITT","2000-9-24",5,1,1
"21088",6813,"A22Z3QMYOSFNPN","2000-9-29",4,1,0
"21089",6813,"A1MFB4GV45DNOC","2000-10-7",5,1,0
"21090",6813,"A1Y1IKTDRQPCYF","2000-10-9",5,0,0
"21091",6813,"A102B8D74H64TO","2000-10-21",2,17,3
"21092",6813,"A2TAAKL8DQDMSA","2000-11-7",5,1,1
"21093",6813,"ATC534GKNX15B","2000-11-16",1,12,2
"21094",6813,"A1DG864DFRS9B2","2000-12-2",5,0,0
"21095",6813,"A3KHNZ3A53CNTJ","2000-12-11",4,4,1
"21096",6813,"AOGRRHUO45LD0","2000-12-28",5,8,7
"21097",6813,"A118PDMU0IC7X8","2001-1-7",5,0,0
"21098",6813,"AAIL33CYCT47J","2001-1-10",4,3,3
"21099",6813,"A1QKKCVQC4BZT","2001-1-30",2,8,1
"21100",6813,"A2INL3AYAT6325","2001-2-17",5,0,0
"21101",6813,"ANE5FEA1TTRCJ","2001-3-6",4,1,1
"21102",6813,"A3P4PM196JDMAV","2001-3-19",4,3,2
"21103",6813,"A3F5JV08JUY06C","2001-3-25",5,1,0
"21104",6813,"A2ZT1L5HIXWGDZ","2001-5-5",5,0,0
"21105",6813,"A3SBVTRU7301II","2001-7-12",5,1,0
"21106",6813,"A3EVUSXWTSEJVQ","2001-7-24",5,3,1
"21107",6813,"A1DH0AKNFDU40D","2001-8-17",5,1,0
"21108",6813,"A1FAKZ848PO3V8","2001-8-19",5,5,4
"21109",6813,"AX8LSR4H6EBRJ","2001-9-2",5,0,0
"21110",6813,"A1RL0BPVW8WLF4","2001-9-3",2,11,0
"21111",6813,"A1R13RFLWY0PTY","2001-9-10",5,0,0
"21112",6813,"A1YH3N5R503S56","2001-9-30",5,3,0
"21113",6813,"A2BKIYLTAV36FD","2001-10-14",5,2,2
"21114",6813,"A2FWNTUH3BPP4J","2001-10-16",5,1,1
"21115",6813,"A3UN6WX5RRO2AG","2001-11-3",2,19,0
"21116",6813,"AA5XZVANDXGJE","2001-11-13",5,3,3
"21117",6813,"A1VXP1DYETW2CM","2001-12-26",5,0,0
"21118",6813,"AWREX1IOL40Q0","2002-3-15",4,2,1
"21119",6813,"AMWA4HWO2D4CH","2002-3-20",5,0,0
"21120",6813,"A152C8GYY25HAH","2002-3-23",4,7,6
"21121",6813,"A77184QJM3PM","2002-3-25",4,3,2
"21122",6813,"A2Z9XBCYT3AHHU","2002-5-23",5,6,6
"21123",6813,"A21GP5DQVQTS7V","2002-7-17",5,1,1
"21124",6813,"A12GHTT7AN4N14","2002-7-22",5,2,2
"21125",6813,"ACNKDGK17Q2S2","2002-10-24",5,4,3
"21126",6813,"AENS008HCBVC5","2002-10-26",4,1,1
"21127",6813,"A1C9GCHR99WX3F","2002-10-27",1,16,4
"21128",6813,"A37F1G84K35FCZ","2002-11-19",5,14,13
"21129",6813,"AYK1YKPISISLU","2002-11-20",5,2,1
"21130",6813,"A34DPXEGCFNZF4","2002-11-22",5,2,0
"21131",6813,"A1GSE27INORU3Q","2002-12-2",3,38,7
"21132",6813,"A2ZVERVFM25MJT","2002-12-26",4,3,1
"21133",6813,"A2LYAGSQIU327M","2003-2-4",4,20,0
"21134",6813,"A1LP6O85Z894GT","2003-3-19",5,3,2
"21135",6813,"A31JHMHULBWL5X","2003-4-27",5,1,0
"21136",6813,"A3MZXG3YL3TDCK","2003-5-26",3,12,2
"21137",6813,"A2I6MHMAZZDCRX","2003-6-11",5,2,1
"21138",6813,"AUUW8AFU3X138","2003-6-28",3,6,1
"21139",6813,"AQ6SV7LDSMGBE","2003-8-30",5,3,1
"21140",6813,"A2H9UO8RYFX5MB","2003-8-31",4,6,5
"21141",6813,"A37IAN2G2CA7SO","2003-11-13",5,1,0
"21142",6813,"A3GCO0EBHZI9KH","2003-11-30",5,3,1
"21143",6813,"A1VHK9A4VLJTHC","2003-12-20",4,1,0
"21144",6813,"A1I3DBXETPNO62","2004-2-11",5,1,0
"21145",6813,"A3HSPIBCQA2ASN","2004-3-10",3,3,0
"21146",6813,"A2RKI7RPP5CJMG","2004-3-15",5,2,1
"21147",6813,"A1U182EO6WC44A","2004-3-22",3,8,1
"21148",6813,"A3UN6WX5RRO2AG","2004-3-25",5,0,0
"21149",6813,"AW3FTPCBPVQNB","2004-3-28",4,6,4
"21150",6813,"A3UN6WX5RRO2AG","2004-4-12",1,16,2
"21151",6813,"A36SPZ9ONMSW9K","2004-4-22",4,1,0
"21152",6813,"A1XYADEC7TLTSP","2004-7-10",5,1,0
"21153",6813,"A32GGQEOYSAGGA","2004-7-10",5,1,0
"21154",6813,"A37PV5GMP2ILJC","2004-7-12",5,15,8
"21155",6813,"A32JKNQ6BABMQ2","2004-9-9",3,5,1
"21156",6813,"A1BFHTIKW14JV9","2004-11-12",5,3,1
"21157",6813,"A3UN6WX5RRO2AG","2004-11-12",1,24,4
"21158",6813,"A1VHQYC3U4P6IV","2004-12-3",4,4,1
"21159",6814,"A3MQDX3YXOPO1R","2000-8-28",4,11,11
"21160",6815,"A34DLFV6O52N3O","2000-1-7",1,37,2
"21161",6815,"A12OSGT1LRDQY4","2000-1-10",5,5,5
"21162",6815,"AH05C5R5T6N3D","2000-1-10",5,1,1
"21163",6815,"A1AT2UKKQOXV3A","2000-1-14",5,3,1
"21164",6815,"ABSCKCA6AGX6A","2000-1-15",5,14,13
"21165",6815,"A2HLZKGPJM2K8Z","2000-1-20",5,4,4
"21166",6815,"A1WRTM08POMOL2","2000-1-26",5,3,3
"21167",6815,"AYKV6QGDOTW31","2000-2-3",5,3,2
"21168",6815,"A23EO9T15OOYU6","2000-2-18",1,26,2
"21169",6815,"A384YNOQ9SXD38","2000-2-20",4,5,2
"21170",6815,"A1FZXXKIIS3UIB","2000-2-25",5,2,1
"21171",6815,"A2QT4MVN42YQ9J","2000-3-14",5,2,1
"21172",6815,"A2EH9WKWLZLDW0","2000-3-16",4,2,1
"21173",6815,"A3L0HSYKS984JD","2000-3-22",5,3,3
"21174",6815,"A1Q1S0RD1SEDPY","2000-3-25",5,3,2
"21175",6815,"A3JYLITZOZ66Z2","2000-4-7",4,1,1
"21176",6815,"A2198FZZMTJ38H","2000-4-11",5,3,3
"21177",6815,"A1XSL8AXJ60ABX","2000-4-20",2,12,2
"21178",6815,"AYV7GHIPG42QA","2000-4-23",5,1,1
"21179",6815,"AYV7GHIPG42QA","2000-4-23",5,2,2
"21180",6815,"A1GFG1OQULURYZ","2000-4-29",5,0,0
"21181",6815,"A1F6VOJJILWD9L","2000-5-7",5,1,0
"21182",6815,"A1CNGSE9XDUPJP","2000-5-23",5,2,2
"21183",6815,"A1PEJTPIQL6Y4Q","2000-5-27",2,20,0
"21184",6815,"A2KY2GO7TM58ZX","2000-6-13",5,0,0
"21185",6815,"A1I7CAEASOY6Y4","2000-6-21",5,14,13
"21186",6815,"AGY59U9FDMWMN","2000-6-27",5,0,0
"21187",6815,"A2PJ62S7K3SQW6","2000-7-5",5,1,1
"21188",6815,"ASAR163EIEXIY","2000-7-6",5,0,0
"21189",6815,"A17KHEUA1SQCX4","2000-7-16",4,0,0
"21190",6815,"A1HQXX0DOCLZU2","2000-7-23",5,32,25
"21191",6815,"A2QRB6L1MCJ53G","2000-8-3",4,4,1
"21192",6815,"A2WZON0QPX7C9X","2000-8-5",5,1,0
"21193",6815,"A231ZCJGWZA38A","2000-8-8",5,7,3
"21194",6815,"A1UTU8ZPWX1PJU","2000-8-16",1,4,1
"21195",6815,"A14QR7VS9QK7Q8","2000-8-18",2,8,1
"21196",6815,"A3M6HJRMSJ1EHQ","2000-8-19",3,14,7
"21197",6815,"AT2BYFEVLVITT","2000-9-24",5,1,1
"21198",6815,"A22Z3QMYOSFNPN","2000-9-29",4,1,0
"21199",6815,"A1MFB4GV45DNOC","2000-10-7",5,1,0
"21200",6815,"A1Y1IKTDRQPCYF","2000-10-9",5,0,0
"21201",6815,"A102B8D74H64TO","2000-10-21",2,17,3
"21202",6815,"A2TAAKL8DQDMSA","2000-11-7",5,1,1
"21203",6815,"ATC534GKNX15B","2000-11-16",1,12,2
"21204",6815,"A1DG864DFRS9B2","2000-12-2",5,0,0
"21205",6815,"A3KHNZ3A53CNTJ","2000-12-11",4,4,1
"21206",6815,"AOGRRHUO45LD0","2000-12-28",5,8,7
"21207",6815,"A118PDMU0IC7X8","2001-1-7",5,0,0
"21208",6815,"AAIL33CYCT47J","2001-1-10",4,3,3
"21209",6815,"A1QKKCVQC4BZT","2001-1-30",2,8,1
"21210",6815,"A2INL3AYAT6325","2001-2-17",5,0,0
"21211",6815,"ANE5FEA1TTRCJ","2001-3-6",4,1,1
"21212",6815,"A3P4PM196JDMAV","2001-3-19",4,3,2
"21213",6815,"A3F5JV08JUY06C","2001-3-25",5,1,0
"21214",6815,"A2ZT1L5HIXWGDZ","2001-5-5",5,0,0
"21215",6815,"A3SBVTRU7301II","2001-7-12",5,1,0
"21216",6815,"A3EVUSXWTSEJVQ","2001-7-24",5,3,1
"21217",6815,"A1DH0AKNFDU40D","2001-8-17",5,1,0
"21218",6815,"A1FAKZ848PO3V8","2001-8-19",5,5,4
"21219",6815,"AX8LSR4H6EBRJ","2001-9-2",5,0,0
"21220",6815,"A1RL0BPVW8WLF4","2001-9-3",2,11,0
"21221",6815,"A1R13RFLWY0PTY","2001-9-10",5,0,0
"21222",6815,"A1YH3N5R503S56","2001-9-30",5,3,0
"21223",6815,"A2BKIYLTAV36FD","2001-10-14",5,2,2
"21224",6815,"A2FWNTUH3BPP4J","2001-10-16",5,1,1
"21225",6815,"A3UN6WX5RRO2AG","2001-11-3",2,19,0
"21226",6815,"AA5XZVANDXGJE","2001-11-13",5,3,3
"21227",6815,"A1VXP1DYETW2CM","2001-12-26",5,0,0
"21228",6815,"AWREX1IOL40Q0","2002-3-15",4,2,1
"21229",6815,"AMWA4HWO2D4CH","2002-3-20",5,0,0
"21230",6815,"A152C8GYY25HAH","2002-3-23",4,7,6
"21231",6815,"A77184QJM3PM","2002-3-25",4,3,2
"21232",6815,"A2Z9XBCYT3AHHU","2002-5-23",5,6,6
"21233",6815,"A21GP5DQVQTS7V","2002-7-17",5,1,1
"21234",6815,"A12GHTT7AN4N14","2002-7-22",5,2,2
"21235",6815,"ACNKDGK17Q2S2","2002-10-24",5,4,3
"21236",6815,"AENS008HCBVC5","2002-10-26",4,1,1
"21237",6815,"A1C9GCHR99WX3F","2002-10-27",1,16,4
"21238",6815,"A37F1G84K35FCZ","2002-11-19",5,14,13
"21239",6815,"AYK1YKPISISLU","2002-11-20",5,2,1
"21240",6815,"A34DPXEGCFNZF4","2002-11-22",5,2,0
"21241",6815,"A1GSE27INORU3Q","2002-12-2",3,38,7
"21242",6815,"A2ZVERVFM25MJT","2002-12-26",4,3,1
"21243",6815,"A2LYAGSQIU327M","2003-2-4",4,20,0
"21244",6815,"A1LP6O85Z894GT","2003-3-19",5,3,2
"21245",6815,"A31JHMHULBWL5X","2003-4-27",5,1,0
"21246",6815,"A3MZXG3YL3TDCK","2003-5-26",3,12,2
"21247",6815,"A2I6MHMAZZDCRX","2003-6-11",5,2,1
"21248",6815,"AUUW8AFU3X138","2003-6-28",3,6,1
"21249",6815,"AQ6SV7LDSMGBE","2003-8-30",5,3,1
"21250",6815,"A2H9UO8RYFX5MB","2003-8-31",4,6,5
"21251",6815,"A37IAN2G2CA7SO","2003-11-13",5,1,0
"21252",6815,"A3GCO0EBHZI9KH","2003-11-30",5,3,1
"21253",6815,"A1VHK9A4VLJTHC","2003-12-20",4,1,0
"21254",6815,"A1I3DBXETPNO62","2004-2-11",5,1,0
"21255",6815,"A3HSPIBCQA2ASN","2004-3-10",3,3,0
"21256",6815,"A2RKI7RPP5CJMG","2004-3-15",5,2,1
"21257",6815,"A1U182EO6WC44A","2004-3-22",3,8,1
"21258",6815,"A3UN6WX5RRO2AG","2004-3-25",5,0,0
"21259",6815,"AW3FTPCBPVQNB","2004-3-28",4,6,4
"21260",6815,"A3UN6WX5RRO2AG","2004-4-12",1,16,2
"21261",6815,"A36SPZ9ONMSW9K","2004-4-22",4,1,0
"21262",6815,"A1XYADEC7TLTSP","2004-7-10",5,1,0
"21263",6815,"A32GGQEOYSAGGA","2004-7-10",5,1,0
"21264",6815,"A37PV5GMP2ILJC","2004-7-12",5,12,6
"21265",6815,"A32JKNQ6BABMQ2","2004-9-9",3,5,1
"21266",6815,"A1BFHTIKW14JV9","2004-11-12",5,3,1
"21267",6815,"A3UN6WX5RRO2AG","2004-11-12",1,24,4
"21268",6815,"A1VHQYC3U4P6IV","2004-12-3",4,4,1
"21269",6817,"AWF4NF5OVST1A","2002-6-7",5,12,12
"21270",6817,"A3KLK9T11UCNHN","2002-8-17",5,21,20
"21271",6817,"AQ5I9Y9TUD5MT","2002-11-27",5,8,7
"21272",6817,"A39BSJSM8BMFKB","2004-2-9",5,6,5
"21273",6818,"A3BI6BBVNXX1DG","2000-2-9",5,12,10
"21274",6818,"A3NVMLOUIEOJNN","2000-4-20",1,11,8
"21275",6818,"A18O134PCJYU9O","2000-5-24",5,7,4
"21276",6818,"ANMVBHH0GMSKU","2000-10-17",5,27,25
"21277",6818,"A3J4FAZXOYVZMI","2001-3-27",2,6,4
"21278",6818,"A26J8IPMN88SW0","2001-6-5",3,14,11
"21279",6818,"A1U1BG2T4L8E1D","2001-9-14",5,0,0
"21280",6818,"A1S2MF7QFK5OYK","2001-11-14",2,9,3
"21281",6818,"A3NGB75JIY5VOR","2002-1-13",4,4,3
"21282",6818,"A2XABGPS8G65T1","2002-6-4",4,7,7
"21283",6818,"A3UU9OWT1G0QBC","2002-7-5",3,7,4
"21284",6818,"AUQCVJJJJV0M6","2003-1-8",5,13,11
"21285",6818,"A1T17LMQABMBN5","2003-5-13",5,4,4
"21286",6818,"A2GJCMR4X66EWY","2003-7-13",4,4,4
"21287",6818,"A2NJXMAO7CVEXX","2004-6-7",5,5,5
"21288",6819,"A1C2BPZBXQ4D2P","2000-6-14",4,27,2
"21289",6819,"A20911Y86O1N9H","2000-11-22",5,9,8
"21290",6819,"AHRB2UHU4DLPE","2001-6-20",5,3,3
"21291",6819,"A34F50JSJNI52B","2001-11-8",5,5,4
"21292",6819,"A1Q5JCH7IXRIW4","2002-1-26",5,3,2
"21293",6819,"A2YJW5OGI3UGQV","2002-6-16",4,13,11
"21294",6819,"AR4SDPF300ODR","2003-9-29",5,3,3
"21295",6819,"AK4AYSTC2B3BA","2003-10-3",5,9,9
"21296",6819,"AQ8DU6XVA3USJ","2004-1-15",5,12,12
"21297",6820,"ACPP3YRJNUVP8","2000-1-10",4,4,2
"21298",6820,"A3D9MNQ6AWXCK2","2000-5-8",5,3,2
"21299",6820,"ACMS7P063BE10","2000-5-15",4,6,4
"21300",6820,"A203YJ9QKU84UX","2000-5-21",4,3,1
"21301",6820,"A3RH83M6DZJ24M","2000-5-21",1,5,0
"21302",6820,"A36L5W0HITIVHN","2000-5-26",3,14,9
"21303",6820,"A28FWQE7BQRGSH","2000-6-5",4,5,3
"21304",6820,"AE8RQHFMSLN0D","2000-7-23",4,12,7
"21305",6820,"A1J4RAKN3MSUWH","2000-7-24",3,23,15
"21306",6820,"A37AJKN9EYGVQ4","2000-8-19",5,7,5
"21307",6820,"A3GJRS9F2RU983","2001-2-15",5,2,0
"21308",6820,"A3RMNYQAWTPYIY","2001-3-30",5,5,3
"21309",6820,"A37TKIUCO035T7","2001-4-1",5,7,6
"21310",6820,"A3RMNYQAWTPYIY","2001-4-18",5,3,3
"21311",6820,"A2ZCJHB8GMII5C","2001-5-7",5,6,2
"21312",6820,"A1AS16UL091OGH","2001-5-18",2,3,2
"21313",6820,"A2TYI8W448JXAP","2001-6-1",4,2,2
"21314",6820,"A1FAKZ848PO3V8","2001-7-24",2,8,5
"21315",6820,"A6A0LTYEAMAP5","2001-8-23",5,5,3
"21316",6820,"AA5XZVANDXGJE","2001-11-8",4,1,0
"21317",6820,"AA5XZVANDXGJE","2001-11-8",4,4,3
"21318",6820,"A7OBFVHNJGI2A","2002-3-24",3,1,0
"21319",6820,"AF3SF16OAY753","2002-3-26",5,1,0
"21320",6820,"A39L5T2ZQZ52FN","2002-3-28",4,3,2
"21321",6820,"A39NXAD50F6YVZ","2002-5-15",5,0,0
"21322",6820,"A2RHV42BTJSVON","2002-12-22",5,1,0
"21323",6820,"A18QA3A3UYWFU9","2003-5-22",4,0,0
"21324",6820,"AOVJYIUATQKR5","2003-8-11",2,1,1
"21325",6820,"A11YV6VC51HJTV","2003-8-13",5,2,1
"21326",6820,"AHT8NHGHKC85Q","2003-10-25",5,1,1
"21327",6820,"A3FBTJCCNQXW2U","2003-11-8",4,0,0
"21328",6820,"AHZMEX1X0VXWO","2003-11-24",3,3,2
"21329",6820,"A1Q4ZU2Y929N0A","2003-12-11",3,4,2
"21330",6820,"A2CWYDG8YY6V6B","2004-1-21",5,4,4
"21331",6820,"A32BSM2A0B5SOF","2004-1-22",4,0,0
"21332",6820,"AHJ5MWFXGGQ3T","2004-2-11",3,3,1
"21333",6820,"A3EW2L59UBHQSG","2004-2-19",4,3,3
"21334",6820,"A3KK10LBESRRVJ","2004-4-26",5,3,3
"21335",6820,"AEGR40GALMDJ4","2004-5-23",4,3,1
"21336",6820,"A1JCLCIPM8WNHK","2004-5-25",1,6,3
"21337",6820,"A2OOR8OGWK66MZ","2004-6-6",2,8,4
"21338",6820,"A1K5DUV1L52MUD","2004-11-5",1,7,1
"21339",6820,"A705JCD0G5VKU","2004-12-5",5,5,5
"21340",6821,"AK23ZQ70YR0DJ","2000-1-11",5,2,1
"21341",6821,"A3U4RA5YBVQAZY","2000-1-17",5,2,1
"21342",6821,"A3N9OSY43FIDTQ","2000-1-25",4,3,1
"21343",6821,"A3U27J9YBGKNYZ","2000-1-28",5,3,3
"21344",6821,"A38PX06XC32MN0","2000-2-14",5,4,1
"21345",6821,"A1V8R5GQQHU2SO","2000-2-29",4,4,3
"21346",6821,"A37MQAWK9VGXII","2000-3-4",5,3,3
"21347",6821,"A2EYMELYXZFO5Q","2000-3-13",1,23,17
"21348",6821,"A1LNF5YYFAPZJV","2000-3-16",3,5,2
"21349",6821,"A2PRJNJPWR8EWB","2000-4-8",5,7,6
"21350",6821,"A2ESZAKL0RVYB5","2000-4-11",5,2,1
"21351",6821,"A3MOU4F92PJXWK","2000-4-12",5,1,0
"21352",6821,"A3LC2I812OWCKB","2000-4-14",5,10,9
"21353",6821,"A1C0L5GZ1S60S9","2000-4-29",5,2,2
"21354",6821,"A3DQBM0CUD9H7V","2000-5-3",5,3,2
"21355",6821,"A2F6RS46MJPL0L","2000-5-4",5,2,2
"21356",6821,"AXAT12OVCGZL2","2000-5-6",5,7,7
"21357",6821,"ACMOLKXVKQ06Z","2000-5-10",5,5,5
"21358",6821,"A37PVRNROQUBP8","2000-5-15",5,3,2
"21359",6821,"A2PI8EWSJARQE3","2000-6-19",4,4,4
"21360",6821,"A3CSRP3P4U9HI","2000-6-27",4,4,1
"21361",6821,"A345G0OZD8OZY8","2000-6-30",5,6,6
"21362",6821,"A1I01WDLGFZFOC","2000-7-5",5,4,1
"21363",6821,"A3VY02OGGJZVYV","2000-7-15",5,1,1
"21364",6821,"AZEPR798PSY7P","2000-7-15",5,4,0
"21365",6821,"A6225HHQKBE2M","2000-8-11",4,4,4
"21366",6821,"A39GB8QKJDWKRK","2000-9-11",4,1,1
"21367",6821,"A3LG8AVY2Z3C6S","2000-9-16",4,2,1
"21368",6821,"A1VAJHFDFVGS81","2000-10-5",4,4,4
"21369",6821,"A3UN6WX5RRO2AG","2000-12-29",5,8,3
"21370",6821,"A7JKVC5R3IGFD","2001-3-3",1,13,2
"21371",6821,"A3BHN5BGICORAW","2001-5-5",5,3,2
"21372",6821,"AYCMCOYQJ4NRH","2001-6-20",1,10,5
"21373",6821,"A1XFFJGGQA2UAL","2001-8-4",1,7,4
"21374",6821,"AY5AV7OG7UAJ7","2001-8-31",5,2,1
"21375",6821,"ATNAZ5AWTDQ1A","2001-9-10",5,2,0
"21376",6821,"AR0DLIRZJSWRF","2001-9-21",1,9,4
"21377",6821,"A32N9TLIWF9MSK","2001-10-4",5,7,4
"21378",6821,"AAWQOESYCTRDF","2001-10-11",1,10,3
"21379",6821,"A1FPFWDC1ASYNJ","2001-11-1",2,9,2
"21380",6821,"AA5XZVANDXGJE","2001-11-11",5,2,2
"21381",6821,"A13IJSSLR27SU","2001-12-18",5,2,0
"21382",6821,"A1AM13DK0PD78V","2002-1-22",4,4,0
"21383",6821,"A3QSSJOIWXBGDV","2002-1-22",5,0,0
"21384",6821,"ARDM3IVVN6L9L","2002-3-26",2,3,0
"21385",6821,"A63UGRJ7AUSS5","2002-4-15",3,2,0
"21386",6821,"AMWA4HWO2D4CH","2002-4-24",4,1,0
"21387",6821,"A7Y6AVS576M03","2002-8-29",5,15,14
"21388",6821,"A1Y0J7E4USK2RJ","2002-11-15",5,5,5
"21389",6821,"A35OWY2LTZ4DCY","2003-1-23",4,3,3
"21390",6821,"AXJTNYD3UK1BP","2003-3-16",4,3,3
